EXERCICIO,DESC_ORGAO,CODIGO_RUBRICA,DESC_RUBRICA,RECEITA_PREVISTA,RECEITA_ARRECADADA,RECEITA_ARRECADADA_JAN,RECEITA_ARRECADADA_FEV,RECEITA_ARRECADADA_MAR,RECEITA_ARRECADADA_ABR,RECEITA_ARRECADADA_MAI,RECEITA_ARRECADADA_JUN,RECEITA_ARRECADADA_JUL,RECEITA_ARRECADADA_AGO,RECEITA_ARRECADADA_SET,RECEITA_ARRECADADA_OUT,RECEITA_ARRECADADA_NOV,RECEITA_ARRECADADA_DEZ
2016,Prefeitura,1919270129,MULTAS POR INFRACOES CONTRATUAIS,0,103212 24000000001,0,0,0,0,0,0,45000,0,30000,0,0,28212 240000000002
2016,Prefeitura,1922070106,RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES,14373,187392 62,3518 5300000000002,0,0,0,0,0,0,0,0,3716 4299999999998,0,180157 66
2016,Prefeitura,1931110102,IMPOSTO TERRITORIAL URBANO,28305396,18847078 640000001,1017423 63,1039180 6,830894 93999999994,854525 87,897932 06000000006,1346922 24,2751544 5499999998,1654539 8600000001,994333 33999999997,5745067 8399999999,645160 91000000003,1069552 8
2016,Prefeitura,1932990124,RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA DE OUTRAS RECEITAS-PRINCIPAL-DREM,0,1065153 6599999999,0,0,0,0,0,0,0,0,0,0,0,1065153 6599999999
2016,Prefeitura,1990020101,HONORARIOS ADVOCATICIOS - FOE/PGM (DARM),18813362,23654087 149999999,2048594 1499999999,2814838 9500000002,1471786 4200000002,1633537 5799999998,1462375 4399999999,2081677 9299999999,3037061 4300000002,1986470 0600000001,1283523 76,2135713 5800000001,3073914 8399999999,624593 01000000001
2016,Prefeitura,1990020106,HONORARIOS ADVOCATICIOS - DESTINACAO DO ART. 26 DA LC 132/2013 - ESPECIALIZADAS - ADM. DIR,0,776986 66000000003,0,0,0,0,0,0,0,0,0,525603 43000000005,0,251383 23000000001
2016,Prefeitura,1990990110,LIGACOES DE AGUAS PLUVIAIS O/DGU,47613,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1990990127,OUTRAS RECEITAS DO FMID,0,1000850,0,0,0,0,0,0,0,0,0,0,0,1000850
2016,Prefeitura,1990990408,RECEITA DE CONTRAPARTIDA EM REGULARIZACAO DE OBRAS,0,214882363 68000001,19447232 579999998,10684274 18,13050196 93,10809904 539999999,14518078 140000001,13167145 640000001,11594559,11223615 77,11356189 9,28691534 800000001,26001017 98,44338614 219999999
2016,Prefeitura,1990990117,RECEITA PROVENIENTE DE CONTRATOS POR PREFERENCIA,11490877,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1990990404,RECEITA DE CONTRAPARTIDA EM REGULARIZACAO DE OBRAS - FMH,194723865,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114070133,CEF/SMH PRO-MORADIA MORRO DA BABILONIA,10699149,50571 739999999998,0,50571 739999999998,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114070136,CEF/SMH PRO-MORADIA MORRO DA COROA,0,7266 2200000000003,0,0,0,0,0,0,0,0,0,7266 2200000000003,0,0
2016,Prefeitura,2114990222,CEF/SMO PRO-TRANSPORTE - SEPETIBA,0,28037401 32,2236987 5299999998,0,3992764 0899999999,0,617526 56000000006,2324787 6299999999,1399875 45,880611 38,0,5530279 2400000002,0,11054569 439999999
2016,Prefeitura,2421015101,IMPLANTACAO DE UNIDADES BASICAS DE SAUDE,0,1621266 6800000002,800000 02000000002,433333 32000000001,500000,0,-500000,0,154600,0,0,0,233333 34,0
2016,Prefeitura,2430010105,CONSTRUCAO E REFORMA DE ESCOLAS E/OU EQUIPAMENTOS URBANOS COMUNITARIOS,54000000,24525095 25,83179 369999999995,3443732 8700000001,331166 32000000001,3290650 4399999999,2383630 1099999999,2256745 8599999999,1482370 0600000001,1401026 75,4961606 0099999998,2705979 6000000001,1528864 48,656143 38
2016,Prefeitura,2471995119,CONV. CR. 0402.326-37/2012 - PAC CONTENCAO - ZONA OESTE,15371676,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,7763990110,CONV. 09/2015 SMA/PREVIRIO - MANUTENCAO DO SISTEMA ERGON,435000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2471050109,CONV TC 0439.225-99/2014/CEF - PROJETO BRT LIGACAO B - TRANSBRASIL/TRANSOESTE - PAC MOBILI,6276815,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2471990187,CONV.10.2.2030.1/2010/BNDES-AMPLIACAO DO PROG. DE COLETA SELETIVA NO MUNICIPIO DO RJ,5390225,315333 78000000003,0,0,0,264941 53000000003,0,50392 25,0,0,0,0,0,0
2016,Prefeitura,2476990129,MORAR CARIOCA - MINHA CASA MINHA VIDA - SMH,13834175,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Previ-Rio,1311010202,ALUGUEIS RECEBIDOS - PREVI-RIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Previ-Rio,1600139905,SERVICOS PELA CONCESSAO DE EMPRESTIMOS E FINANCIAMENTOS - PREVI-RIO,300000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Previ-Rio,1990990207,OUTRAS RECEITAS - PREVI-RIO,2253000,65857195 229999997,289449 20000000001,505338 47999999998,88193 330000000002,-37487 029999999999,1894961 1699999999,102065 59,274896 62,-349846 65000000002,94602 070000000007,75802 529999999999,79222 410000000003,62839997 509999998
2016,Riotur,1600990303,OUTROS SERVICOS - RIOTUR,281209,495440,34157 989999999998,91917 190000000002,4980,0,370470,-3687 1900000000001,0,20,0,0,-2417 9899999999998,0
2016,Riotur,1990990307,OUTRAS RECEITAS - RIOTUR,216202,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,RIOCENTRO,1922990311,OUTRAS RESTITUICOES - RIOCENTRO,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Comlurb,7600430305,SERVICOS DE LIMPEZA E HIGIENIZACAO DAS ESCOLAS - COMLURB/SERV. UNID. EDUCACIONAIS,97595901,93910866 949999988,1301266 79,648846 54000000004,27817537 609999999,4417947 29,7138224 9800000004,6880388 4400000004,5843878 4900000002,5682535 3499999996,15292315 880000001,5653357 7199999997,10575354 029999999,2659213 8300000001
2016,Prefeitura,2471995125,CONV. PAC OLIMPICO 0416.059-00-PARQUE OLIMPICO DA BARRA - CENTRO DE TENIS,16883005,71437141 729999989,0,0,12500000,0,0,0,0,0,0,25000000,0,33937141 729999997
2016,Prefeitura,2476990105,TC N 0351547-11/2011- OBRAS DE CONTENCAO DE  ENCOSTAS EM AREA DE RISCO - SMO,1456568,1262596 8999999999,0,0,0,0,0,0,200989 67000000001,0,0,0,876361 32999999996,185245 89999999999
2016,Prefeitura,2476990106,PAC II-OGU-ELABORACAO DE PROJETOS PARA ESTABILIZACAO DE ENCOSTAS,0,420645 54999999999,0,0,0,0,420645 54999999999,0,0,0,0,0,0,0
2016,Iplanrio,7600080301,SERVICOS DE PROCESSAMENTO DE DADOS - IPLANRIO,39925,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Previ-Rio,1321060101,RENDIMENTOS DE APLICACAO FINANCEIRA - PREVI-RIO,13643400,8320952 2199999997,1269680 78,1172083 9399999999,1226695 1699999999,935529 17000000004,910431 26000000001,760958 02000000002,639347 70999999996,574613 90000000002,396125 96000000002,194068 67999999999,128277 58,113140 05
2016,Multirio,1990990709,DESCONTOS OBTIDOS - MULTIRIO,0,316,0,0,0,0,316,0,0,0,0,0,0,0
2016,Inst. Pereira Passos,1600100201,VENDA DE DADOS - IPP,215380,39213,0,2420,5605,6044,4305,2594,2090,3255,3335,2935,3550,3080
2016,FUNPREVI,1321060102,RENDIMENTOS DE APLICACOES FINANCEIRAS - FUNPREVI,32290000,3659974 96,330283 76000000001,231974 01999999999,390705 06,157981 28,278927 53999999998,213614 64000000001,271216 40999999997,340277 67999999999,194725 73999999999,263634 89000000001,132688 85000000001,853945 08999999997
2016,FUNPREVI,2211010202,ALIENACAO DE TITULOS MOBILIARIOS - FUNPREVI,0,10870456 970000001,0,0,0,0,0,0,0,0,0,0,0,10870456 970000001
2016,Prefeitura,1919270123,MULTAS POR INFRACOES CONTRATUAIS - FMS,153,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1919990108,MULTAS ADMINISTRATIVAS - F/SPA,0,0,0,0,0,0,566 66999999999996,0,0,-566 66999999999996,0,0,0,0
2016,Prefeitura,1919990115,OUTRAS MULTAS - DREM,0,327230 04999999999,0,0,0,0,0,0,0,0,0,0,0,327230 04999999999
2016,Prefeitura,1922990102,ANULACAO DE DESPESAS - FUNDEF/FUNDEB,24700,36766 260000000002,599 62,242 63,375 87,35503 970000000001,44 170000000000002,8000,-8000,0,0,0,0,0
2016,Prefeitura,1931130101,IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA,47471069,178783111 06,4358290 7599999998,6932672 4500000002,4070183 9199999999,7779801 3600000003,3656785 5299999998,5988975 5199999996,6168948 2800000003,4782772 1900000004,3363448 8599999999,4655955 3200000003,5693763 9800000004,121331512 89
2016,Prefeitura,1931990102,TAXA DE ILUMINACAO PUBLICA,1655924,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1932990120,OUTRAS RECEITAS DE DIVIDA ATIVA NAO TRIBUTARIA-MULTA JUROS MORA CORRECAO MONET.,335628,167282 92000000001,0,0,0,155070 44,0,97482 449999999997,-85269 970000000001,0,0,0,0,0
2016,Prefeitura,2114070138,CEF/SMH PRO-MORADIA MANGUINHOS,20673150,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2123999912,BID-PROAP III,116200400,72483939 870000005,0,0,0,0,0,0,0,0,0,0,72483939 870000005,0
2016,Prefeitura,1325015387,CONV.724477/2009/MINC- PROJETO TEATRO ESSENCIAL  TRANSF.  CRIACAO E VIVENCIA DA CIDADANIA,0,475995 79000000004,54597 150000000001,46198 220000000001,37000 75,52388 410000000003,38512 75,34544 230000000003,37494 900000000001,33897 900000000001,38902 589999999997,34140 739999999998,34501 889999999999,33816 260000000002
2016,Prefeitura,1325015510,CONTR. PCRJ/CEF N. 24194-53 - MACRODRENAGEM DA BACIA DE SEPETIBA,0,47167 269999999997,3755 7199999999998,3598 8499999999999,4230 3400000000001,3885 04,4116 8500000000004,4354 96,4203 7200000000003,4658 0200000000004,4301 2299999999996,4113,4109 4899999999998,1840 05
2016,Prefeitura,1325015513,CEF/PCRJ-CONT.SUBEMP.0353254-22/11- PROG.NAC.APOIO GESTAO ADM.FISCAL MUN.BRASILEIROS-PNAFM,0,421525 55000000005,57996 110000000001,46487 599999999999,44393 349999999999,37414 940000000002,33450 18,34397 93,31383 459999999999,33048 059999999998,29318 529999999999,26135 799999999999,23316 77,24182 82
2016,Prefeitura,1325015532,PCRJ - PROAP III - INDENIZACOES E AQUISICOES DE IMOVEIS,0,4822 6000000000004,0,0,0,0,0,0,0,0,2382 2800000000002,1108 1500000000001,822 90999999999997,509 25999999999999
2016,Prefeitura,1325015626,RECURSOS DO FECMRJ DESTINADOS AO TESOURO MUNICIPAL,0,18303347 270000003,1935049 5600000001,1742104 3899999999,1974996 46,1711137 0600000001,1688551 05,1682863 6200000001,1815699 3899999999,1781331 27,1454440 4199999999,1064651 2,882876,569646 84999999998
2016,Prefeitura,1325019806,Conv. 004/2012/CEF - CONDOMINIO TERNI - TTS PMC   MV - SMH,0,9132 130000000001,425 37,689 08000000000004,810,900 44000000000005,1064 28,1038 71,1001 98,1384 5599999999999,831 76999999999998,637 02999999999997,247 02000000000001,101 89
2016,Prefeitura,1325019970,CONV. TC 0416.059-00/2013/CEF - PARQUE OLIMPICO DA BARRA - CENTRO DE TENIS - SMO,0,1348816 6100000001,36107 349999999999,30895 110000000001,102775 66,76183 470000000001,70942 240000000005,119650,122797 33,119882 32000000001,119626 81,78536 289999999994,230720 01999999999,240700 01000000001
2016,Prefeitura,1325019983,CONV. CR 0402.323-04/2012-PAC CONTENCAO-AREA CENTRAL E TIJUCA-SMO,0,46494 080000000002,1379 3099999999999,313 39999999999998,241 62,248 56,263 18000000000001,259 69,256 94999999999999,14126 33,11368 700000000001,6202 3400000000001,7110 1499999999996,4723 8500000000004
2016,Prefeitura,1325019988,CONV. N.014/2012/CEF - RESIDENCIAL CASCAIS-TTS PMCMV-SMH,0,13157 02,157 81,814 72000000000003,957 67999999999995,1347 3199999999999,1756 79,1555 22,1336 1199999999999,2161 6199999999999,1450 51,1057 8599999999999,406 08999999999997,155 28
2016,Multirio,1600990308,OUTROS SERVICOS - MULTIRIO,60275,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Rioluz,1600990304,OUTROS SERVICOS - RIOLUZ,0,1327 4400000000001,0,0,0,823 74000000000001,503 69999999999999,0,0,0,0,0,0,0
2016,Rioluz,1990990303,OUTRAS RECEITAS - RIOLUZ,7560,285870 01000000001,3900,2390 8499999999999,600,4100,212129 78,2000,900,1000,1200,3677 3800000000001,2200,51772
2016,FUNPREVI,1210290909,CONTRIBUICAO DE SERVIDOR INATIVO CIVIL - PODER LEGISLATIVO (TCMRJ),1700,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FUNDAÇÃO CIDADE DAS ARTES,1600190205,VENDA DE INGRESSOS - CIDADE DAS ARTES,6460000,398280 78999999998,34358 129999999997,0,47227 080000000002,13931 25,31725 709999999999,6849 3500000000004,77643 149999999994,69035 339999999997,44518 470000000001,72992 309999999998,0,0
2016,FUNDAÇÃO CIDADE DAS ARTES,1922990201,RESTITUICAO DE PUBLICACOES E OUTRAS DESPESAS-FUNDACAO CIDADE DAS ARTES,6600,57603 389999999999,4407 8999999999996,4467 1599999999999,4175 3999999999996,4442 96,4637 4899999999998,4923 1499999999996,5338 9200000000001,4672 9700000000003,6272 7399999999998,4783 8800000000001,4823 5200000000004,4657 3000000000002
2016,FUNDAÇÃO CIDADE DAS ARTES,7600990210,OUTROS SERVICOS - TERMO DE EXECUCAO - SMC / FUNDACAO CIDADE DAS ARTES,0,13531623 780000001,0,0,2500000,0,2500000,0,2500000,0,0,0,6031623 7800000003,0
2016,RIO SAÚDE,7763010101,CONV. 034/2014 - RIOSAUDE/SMS - CER BARRA,29938225,28690653 869999997,0,0,2594595 23,7703606 2199999997,119116 32000000001,5167988 3300000001,2535955 6899999999,-474384 71000000002,2458467 3799999999,0,3785309 4100000001,4800000
2016,Planetário,7600190203,SERVICOS RECREATIVOS E CULTURAIS - PLANETARIO,1334169,1299840,0,0,0,0,0,0,0,0,0,0,0,1299840
2016,Guarda Municipal,1325029974,RENDIMENTOS DE APLICACOES FINANCEIRAS - GUARDA MUNICIPAL,545979,176141 69999999998,31833 689999999999,20247 419999999998,18906 419999999998,16478 68,14333 719999999999,11746 48,10621 92,9588 7099999999991,11626 17,5766 9799999999996,15158 709999999999,9832 7999999999993
2016,Comlurb,2219020301,ALIENACAO DE BENS MOVEIS - COMLURB,541950,187233 60000000001,0,0,0,0,0,19600,0,0,0,0,0,167633 60000000001
2016,Riofilme,1600190310,COMISSAO DE DISTRIBUICAO DE PRODUCOES AUDIOVISUAIS-CINEMA,968072,581473 94999999995,14441 450000000001,20236 799999999999,1266 1600000000001,14891 280000000001,23901 91,153,447723 97999999998,44989 349999999999,9895 1800000000003,3140,834 84000000000003,0
2016,Multirio,1919270310,MULTAS POR INFRACOES CONTRATUAIS - MULTIRIO,1056,1713 3599999999999,0,0,1713 3599999999999,0,0,0,0,0,0,0,0,0
2016,Rioluz,2219020302,ALIENACAO DE BENS MOVEIS - RIOLUZ,0,4168 5,0,0,0,0,0,4168 5,0,0,0,0,0,0
2016,Prefeitura,1990990128,OUTRAS RECEITAS - ADM. DIRETA-DREM,0,3693441 5099999998,0,0,0,0,0,0,0,0,0,0,0,3693441 5099999998
2016,Prefeitura,1990999905,RECEITAS EVENTUAIS - FMAS,0,192 03999999999999,0,0,0,0,192 03999999999999,0,0,0,0,0,0,0
2016,Prefeitura,2114030117,SMO-CT.0242.154-64/08-SANEAMENTO PARA TODOS-CANALIZACAO DO RIO ACARI,0,2833680 0699999998,0,2833680 0699999998,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114050103,CONTR. PCRJ/BNDES N.10.2.095-1- PROGRAMA DE  MODERNIZ.DA ADM.TRIBUTARIA MUNICIPAL-PMAT III,12000000,12592154,0,0,2948000,0,0,0,0,0,0,419154,9225000,0
2016,Prefeitura,2114070118,CEF/SMH PRO-MORADIA PARQUE ALEGRIA CER 235739-81/08,104836,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114990228,PAVIMENTACAO DE VIAS NO BAIRRO DE GUARATIBA - XIX RA AP 5 - PAC II PAVIMENTACAO,60267491,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114990229,PAVIMENTACAO DE VIAS NO BAIRRO JARDIM MARAVILHA - XIX RA AP 5 - PAC II PAVIMENTACAO,51038944,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2123999913,RIO DE EXCELENCIA,17777344,11400000,0,0,0,0,0,5000000,0,0,0,0,0,6400000
2016,Prefeitura,7112020101,IMPOSTO PREDIAL,1569648,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Iplanrio,1325015424,CONV. 125/2015 IPLANRIO/PGM - COOPERACAO TECNICA E MATERIAL PARA AMPLIAR O SERVICO INTERNE,0,189943 78,0,0,0,0,4491 4099999999999,2132 54,0,187044,0,0,-3724 1700000000001,0
2016,Prefeitura,1919500106,INFRACOES - PUBLICIDADE,425735,571569 77000000002,18822 709999999999,24654 880000000001,29050 360000000001,75514 460000000006,93934 020000000004,88034 850000000006,59159 760000000002,24622 810000000001,56940 459999999999,45981 550000000003,36559 540000000001,18294 369999999999
2016,Prefeitura,1919500199,OUTRAS INFRACOES,3928358,1737018 3299999998,144787 10000000001,117223 85000000001,150860 34,154382 01999999999,166604 23000000001,104972 71000000001,225130 85999999999,158500 34,139885 95000000001,100424 67,128888 21000000001,145358 04999999999
2016,Prefeitura,1922010114,RESTITUICAO - CONV. TC 0437.268-73/2014/CEF - COMPLEXO ESPORTIVO DE DEODORO,0,3930 9299999999998,0,0,0,0,0,0,0,0,0,0,0,3930 9299999999998
2016,Prefeitura,1922990112,RESTITUICAO DE DESPESA DE PESSOAL - SMA,696301,393969 73999999999,0,3104 0999999999999,0,0,0,83268 190000000002,0,319779 32000000001,0,0,0,-12181 870000000001
2016,Prefeitura,1932990119,OUTRAS RECEITAS DE DIVIDA ATIVA NAO TRIBUTARIA,837163,3759135 2999999998,41898 889999999999,32634 959999999999,45804 169999999998,51192,44656 75,43534 489999999998,56399 040000000001,2474538 5600000001,63596 800000000003,29174 040000000001,29025 900000000001,846679 69999999995
2016,Prefeitura,2114030123,PAC I - RECUPERACAO DA BACIA DE JACAREPAGUA LOTE 1B E 1C,43138410,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114030125,PAC II - PRACA DA BANDEIRA - RIO JOANA,24909126,4071008 5499999998,0,0,0,0,0,0,0,4071008 5499999998,0,0,0,0
2016,Prefeitura,2114990205,LIGHT - PROGRAMA RELUZ II,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114990221,CEF/SMO PRO-TRANSPORTE - SANTA CRUZ,0,48782544 390000001,0,0,4396750 4699999997,0,11866024 960000001,2819056 8999999999,0,3748799,0,7106761 4900000002,0,18845151 57
2016,Prefeitura,1990999906,RECEITAS EVENTUAIS - FMS,0,42393 339999999997,0,0,0,0,0,0,0,0,0,0,0,42393 339999999997
2016,Prefeitura,2114070132,CEF/SMH PRO-MORADIA COLONIA JULIANO MOREIRA,4624237,18968 110000000001,0,0,0,18968 110000000001,0,0,0,0,0,0,0,0
2016,Prefeitura,2114070135,CEF/SMH PRO-MORADIA COMPLEXO DO ALEMAO,13218689,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114990209,BRT- CORREDOR TRANSOLIMPICO - SMO,800000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114990227,PAVIMENTACAO DE VIAS NO BAIRRO DE SEPETIBA - XIX RA AP 5 - PAC II PAVIMENTACAO,23573654,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2225010109,ALIENACAO DE IMOVEIS - INVESTIDURA,0,3627915,0,22440,0,0,0,0,217475,0,31000,0,3357000,0
2016,Prefeitura,2471050108,CONV TC 0439.224-84/2014/CEF - PROJETO BRT TRANSBRASIL FASE 2 - DEODORO/SANTA CRUZ - PAC M,7233105,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2471990111,CONV.CR 2607.0223644-85/2007 - PAC MORADIA E URBANIZACAO-COLONIA JULIANO MOREIRA,0,153101 26000000001,153101 26000000001,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2476990130,CONSTRUCAO DE ESCOLAS E ESPACOS DE DESENVOLVIMENTO DE ENSINO - SME,254171720,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Previ-Rio,2590010202,OUTRAS RECEITAS-PREVI-RIO,87962252,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1911380101,MULTAS E JUROS DE MORA - IMPOSTO PREDIAL,18750242,14353494 67,524789 66000000003,971329 18000000005,1071254 4299999999,1075237 1299999999,1330856 9199999999,1046080 17,1122947 6799999999,1005383 76,1024818 25,1251764 7,1522359 72,2406673 0699999998
2016,Prefeitura,1919500102,AUTO DE INFRACAO - AR CONDICIONADO E VENTILACAO MECANICA,25635,19180 190000000002,1595 9000000000001,0,1567 6900000000001,1306 54,746 71000000000004,2276 8800000000001,1530 3599999999999,2127 77,522 55999999999995,2167 8400000000001,2052 9299999999998,3285 0100000000002
2016,Prefeitura,1931350102,RECEITA DA DIVIDA ATIVA DA TAXA DE FISCALIZACAO E VIGILANCIA SANITARIA - FMS,577125,901486 65999999992,98563 690000000002,53183 970000000001,61265 550000000003,79875 110000000001,60512 160000000003,64770 610000000001,102056 91,77731 729999999996,73900 220000000001,57500 830000000002,88511 289999999994,83614 589999999997
2016,Prefeitura,1931990101,IMPOSTO S/ VENDAS A VAREJO DE COMBUST. LIQUIDOS E GASOSOS,28740,1331219 8499999999,2631 6700000000001,2669 2199999999998,262218 44,740017 89000000001,2691 7600000000002,2699 27,2706 7800000000002,4474 5799999999999,4482 0799999999999,2729 3200000000002,4497 1099999999997,299401 72999999998
2016,Prefeitura,1932990121,RECEITA DA DIVIDA ATIVA DAS MULTAS PREVISTAS NA LEGISLACAO SANITARIA - FMS,1753304,1800836 1300000001,194255 98999999999,113717 75999999999,147571 85000000001,129624 92,196591 12,168159 78,205155 70000000001,144688 23999999999,132262 07999999999,102361 24000000001,159771 38,106676 07000000001
2016,Prefeitura,1990990407,RECEITA DE CONTRAPARTIDA EM OPERACOES INTERLIGADAS - ENTORNO DO BRT (MAIS VALIA) - PLDO 20,200000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114050104,CONTR. PCRJ/BNDES N.1020950-1- PROGRAMA DE  MODERNIZ.DA ADM.TRIBUTARIA MUNICIPAL-PMAT IV,9000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114070119,CEF/SMH PRO-MORADIA VILA ESPERANCA ACARI CER 235763-93/08,306611,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114990226,PAVIMENTACAO DE VIAS NO BAIRRO DE SANTA CRUZ XIX RA AP 5 - PAC II PAVIMENTACAO,71227186,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2471030111,TC 0351.049-89/2011 MIN.CIDADES/CEF- CONTROLEDE CHEIAS CANAL DO MANGUE,82977558,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1919280101,MULTAS ADMINISTRACAO DIRETA,8059816,8437430 1100000013,332917 46000000002,792570 48999999999,704767 43000000005,752147 81999999995,508714 85999999999,534945 97999999998,769421 31999999995,680972 97999999998,864261 91000000003,396384 94,1068605 8700000001,1031719 05
2016,Prefeitura,1922070110,RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES - FUNDEB,0,38898 800000000003,0,0,0,38898 800000000003,0,0,0,0,0,0,0,0
2016,Prefeitura,1922990116,ANULACAO DE DESPESA - FMS,40789,35596 989999999998,2316 54,6759 6800000000003,18243 830000000002,2266 0700000000002,0,1124 03,979 69000000000005,0,207 30000000000001,0,3200 96,498 88999999999999
2016,Prefeitura,1931990103,TAXA DE COLETA DE LIXO E DE LIMPEZA PUBLICA,31078085,51984 810000000005,0,0,0,0,12468 780000000001,0,0,4870 0600000000004,10639 42,3040 98,5663 4200000000001,15302 15
2016,Prefeitura,1931990104,TAXAS REFERENTES AO IMOVEL-DAM(TIP+TCLLP+TSD),0,22624566 540000003,1244756 28,1442906 21,1335146 3500000001,1302131 77,1399029 4299999999,1737935 01,4324274 7400000002,2145311 0600000001,1571110 8,1549144 1599999999,2969691 0699999998,1603129 6599999999
2016,Prefeitura,1932990105,INFRACOES A LEGISLACAO DO MEIO AMBIENTE - MULTAS E JUROS DE MORA,1624489,930640 91999999993,74813 860000000001,80865 869999999995,64516 18,72500 570000000007,70410 729999999996,95944 789999999994,201941 95000000001,390426 96999999997,66081,55101 559999999998,63027 709999999999,-304990 27000000002
